accession,bioproject,biosample,organism_name,group,environment,intraspecific_name,assembly_level,seq_rel_date,project,ftp_path
GCA_004009055.1,PRJNA279196,SAMN08164948,Bordetella pertussis,Betaproteobacteria,Isolate,I692,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/055/GCA_004009055.1_ASM400905v1
GCA_004009075.1,PRJNA279196,SAMN08164942,Bordetella pertussis,Betaproteobacteria,Isolate,I188,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/075/GCA_004009075.1_ASM400907v1
GCA_004009095.1,PRJNA279196,SAMN08164946,Bordetella pertussis,Betaproteobacteria,Isolate,I598,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/095/GCA_004009095.1_ASM400909v1
GCA_004009115.1,PRJNA279196,SAMN08164949,Bordetella pertussis,Betaproteobacteria,Isolate,I896,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/115/GCA_004009115.1_ASM400911v1
GCA_004009135.1,PRJNA279196,SAMN08164941,Bordetella pertussis,Betaproteobacteria,Isolate,H877,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/135/GCA_004009135.1_ASM400913v1
GCA_004009155.1,PRJNA279196,SAMN08164936,Bordetella pertussis,Betaproteobacteria,Isolate,E198,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/155/GCA_004009155.1_ASM400915v1
GCA_004009175.1,PRJNA279196,SAMN08164947,Bordetella pertussis,Betaproteobacteria,Isolate,I623,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/175/GCA_004009175.1_ASM400917v1
GCA_004009195.1,PRJNA279196,SAMN08164937,Bordetella pertussis,Betaproteobacteria,Isolate,E365,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/195/GCA_004009195.1_ASM400919v1
GCA_004009215.1,PRJNA279196,SAMN07352190,Bordetella pertussis,Betaproteobacteria,Isolate,H920,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/215/GCA_004009215.1_ASM400921v1
GCA_004009235.1,PRJNA279196,SAMN08136986,Bordetella pertussis,Betaproteobacteria,Isolate,H813,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/235/GCA_004009235.1_ASM400923v1
GCA_004009255.1,PRJNA279196,SAMN08136967,Bordetella pertussis,Betaproteobacteria,Isolate,D322,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/255/GCA_004009255.1_ASM400925v1
GCA_004009275.1,PRJNA279196,SAMN08136972,Bordetella pertussis,Betaproteobacteria,Isolate,E153,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/275/GCA_004009275.1_ASM400927v1
GCA_004009295.1,PRJNA279196,SAMN08136985,Bordetella pertussis,Betaproteobacteria,Isolate,H811,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/295/GCA_004009295.1_ASM400929v1
GCA_004009315.1,PRJNA279196,SAMN08136984,Bordetella pertussis,Betaproteobacteria,Isolate,H778,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/315/GCA_004009315.1_ASM400931v1
GCA_004009335.1,PRJNA279196,SAMN08136987,Bordetella pertussis,Betaproteobacteria,Isolate,H902,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/335/GCA_004009335.1_ASM400933v1
GCA_004009355.1,PRJNA279196,SAMN08136982,Bordetella pertussis,Betaproteobacteria,Isolate,H709,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/355/GCA_004009355.1_ASM400935v1
GCA_004009375.1,PRJNA279196,SAMN08136980,Bordetella pertussis,Betaproteobacteria,Isolate,H677,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/375/GCA_004009375.1_ASM400937v1
GCA_004009395.1,PRJNA279196,SAMN08136965,Bordetella pertussis,Betaproteobacteria,Isolate,C756,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/395/GCA_004009395.1_ASM400939v1
GCA_004009415.1,PRJNA279196,SAMN08164939,Bordetella pertussis,Betaproteobacteria,Isolate,H541,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/415/GCA_004009415.1_ASM400941v1
GCA_004009435.1,PRJNA279196,SAMN08164945,Bordetella pertussis,Betaproteobacteria,Isolate,I462,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/435/GCA_004009435.1_ASM400943v1
GCA_004009455.1,PRJNA279196,SAMN08164943,Bordetella pertussis,Betaproteobacteria,Isolate,I323,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/455/GCA_004009455.1_ASM400945v1
GCA_004009475.1,PRJNA279196,SAMN08164951,Bordetella pertussis,Betaproteobacteria,Isolate,J184,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/475/GCA_004009475.1_ASM400947v1
GCA_004009495.1,PRJNA279196,SAMN08164950,Bordetella pertussis,Betaproteobacteria,Isolate,I945,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/495/GCA_004009495.1_ASM400949v1
GCA_004009515.1,PRJNA279196,SAMN08164938,Bordetella pertussis,Betaproteobacteria,Isolate,G102,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/515/GCA_004009515.1_ASM400951v1
GCA_004009535.1,PRJNA279196,SAMN08178168,Bordetella pertussis,Betaproteobacteria,Isolate,I892,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/535/GCA_004009535.1_ASM400953v1
GCA_004009555.1,PRJNA279196,SAMN08136970,Bordetella pertussis,Betaproteobacteria,Isolate,E087,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/555/GCA_004009555.1_ASM400955v1
GCA_004009575.1,PRJNA279196,SAMN08178167,Bordetella pertussis,Betaproteobacteria,Isolate,I859,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/575/GCA_004009575.1_ASM400957v1
GCA_004009595.1,PRJNA279196,SAMN08178166,Bordetella pertussis,Betaproteobacteria,Isolate,E191,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/595/GCA_004009595.1_ASM400959v1
GCA_004009635.1,PRJNA279196,SAMN08136968,Bordetella pertussis,Betaproteobacteria,Isolate,D869,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/635/GCA_004009635.1_ASM400963v1
GCA_004009655.1,PRJNA279196,SAMN08200082,Bordetella pertussis,Betaproteobacteria,Isolate,H624,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/655/GCA_004009655.1_ASM400965v1
GCA_004009675.1,PRJNA279196,SAMN08214406,Bordetella pertussis,Betaproteobacteria,Isolate,F569,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/675/GCA_004009675.1_ASM400967v1
GCA_004009695.1,PRJNA279196,SAMN08214408,Bordetella pertussis,Betaproteobacteria,Isolate,I705,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/695/GCA_004009695.1_ASM400969v1
GCA_004009715.1,PRJNA279196,SAMN08200079,Bordetella pertussis,Betaproteobacteria,Isolate,J139,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/715/GCA_004009715.1_ASM400971v1
GCA_004009735.1,PRJNA279196,SAMN07352192,Bordetella pertussis,Betaproteobacteria,Isolate,I955,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/735/GCA_004009735.1_ASM400973v1
GCA_004009775.1,PRJNA279196,SAMN08214407,Bordetella pertussis,Betaproteobacteria,Isolate,I420,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/775/GCA_004009775.1_ASM400977v1
GCA_004009795.1,PRJNA279196,SAMN08200081,Bordetella pertussis,Betaproteobacteria,Isolate,D665,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/795/GCA_004009795.1_ASM400979v1
GCA_004009815.1,PRJNA279196,SAMN08200080,Bordetella pertussis,Betaproteobacteria,Isolate,D236,Complete,2019-01-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/815/GCA_004009815.1_ASM400981v1
GCA_004022565.1,PRJNA399218,SAMN07527258,Pusillimonas sp. ye3,Betaproteobacteria,Isolate,ye3,Complete,2019-01-15T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/022/565/GCA_004022565.1_ASM402256v1
GCA_004114915.1,PRJNA229447,SAMN02418808,Bradyrhizobium guangxiense,Alphaproteobacteria,Isolate,CCBAU 53363,Complete,2019-01-28T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/915/GCA_004114915.1_ASM411491v1
GCA_004114935.1,PRJNA279921,SAMN03459138,Bradyrhizobium zhanjiangense,Alphaproteobacteria,Isolate,CCBAU 51778,Complete,2019-01-28T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/935/GCA_004114935.1_ASM411493v1
GCA_004114955.1,PRJNA279921,SAMN03459144,Bradyrhizobium guangzhouense,Alphaproteobacteria,Isolate,CCBAU 51670,Complete,2019-01-28T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/955/GCA_004114955.1_ASM411495v1
GCA_004114975.1,PRJNA229440,SAMN02415993,Bradyrhizobium guangdongense,Alphaproteobacteria,Isolate,CCBAU 51649,Complete,2019-01-28T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/114/975/GCA_004114975.1_ASM411497v1
GCA_004345205.1,PRJNA522808,SAMN10955938,Mycobacterium avium subsp. hominissuis,Actinobacteria,Isolate,mc2 2500,Complete,2019-03-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/345/205/GCA_004345205.1_ASM434520v1
GCA_004359355.1,PRJNA493766,SAMN10141985,Bradyrhizobium diazoefficiens,Alphaproteobacteria,Isolate,110spc4,Complete,2019-03-21T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/359/355/GCA_004359355.1_ASM435935v1
GCA_004634585.1,PRJNA279196,SAMN08395641,Bordetella pertussis,Betaproteobacteria,Isolate,J366,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/585/GCA_004634585.1_ASM463458v1
GCA_004634605.1,PRJNA279196,SAMN08395640,Bordetella pertussis,Betaproteobacteria,Isolate,J364,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/605/GCA_004634605.1_ASM463460v1
GCA_004634625.1,PRJNA279196,SAMN08395639,Bordetella pertussis,Betaproteobacteria,Isolate,J363,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/625/GCA_004634625.1_ASM463462v1
GCA_004634645.1,PRJNA279196,SAMN08395638,Bordetella pertussis,Betaproteobacteria,Isolate,J360,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/645/GCA_004634645.1_ASM463464v1
GCA_004634665.1,PRJNA279196,SAMN08395637,Bordetella pertussis,Betaproteobacteria,Isolate,J359,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/665/GCA_004634665.1_ASM463466v1
GCA_004634685.1,PRJNA279196,SAMN08395635,Bordetella pertussis,Betaproteobacteria,Isolate,J354,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/685/GCA_004634685.1_ASM463468v1
GCA_004634705.1,PRJNA279196,SAMN08395634,Bordetella pertussis,Betaproteobacteria,Isolate,J336,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/705/GCA_004634705.1_ASM463470v1
GCA_004634725.1,PRJNA279196,SAMN08395633,Bordetella pertussis,Betaproteobacteria,Isolate,J334,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/725/GCA_004634725.1_ASM463472v1
GCA_004634745.1,PRJNA279196,SAMN08395631,Bordetella pertussis,Betaproteobacteria,Isolate,J330,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/745/GCA_004634745.1_ASM463474v1
GCA_004634765.1,PRJNA279196,SAMN08395629,Bordetella pertussis,Betaproteobacteria,Isolate,J322,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/765/GCA_004634765.1_ASM463476v1
GCA_004634785.1,PRJNA279196,SAMN08395628,Bordetella pertussis,Betaproteobacteria,Isolate,J275,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/785/GCA_004634785.1_ASM463478v1
GCA_004634805.1,PRJNA279196,SAMN08395626,Bordetella pertussis,Betaproteobacteria,Isolate,J272,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/805/GCA_004634805.1_ASM463480v1
GCA_004634825.1,PRJNA279196,SAMN08395625,Bordetella pertussis,Betaproteobacteria,Isolate,J270,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/825/GCA_004634825.1_ASM463482v1
GCA_004634845.1,PRJNA279196,SAMN08395647,Bordetella pertussis,Betaproteobacteria,Isolate,J393,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/845/GCA_004634845.1_ASM463484v1
GCA_004634865.1,PRJNA279196,SAMN08395636,Bordetella pertussis,Betaproteobacteria,Isolate,J357,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/865/GCA_004634865.1_ASM463486v1
GCA_004634885.1,PRJNA279196,SAMN08395632,Bordetella pertussis,Betaproteobacteria,Isolate,J332,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/885/GCA_004634885.1_ASM463488v1
GCA_004634905.1,PRJNA279196,SAMN08395630,Bordetella pertussis,Betaproteobacteria,Isolate,J323,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/905/GCA_004634905.1_ASM463490v1
GCA_004634925.1,PRJNA279196,SAMN08395627,Bordetella pertussis,Betaproteobacteria,Isolate,J274,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/634/925/GCA_004634925.1_ASM463492v1
GCA_004635085.1,PRJNA279196,SAMN08395624,Bordetella pertussis,Betaproteobacteria,Isolate,J269,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/085/GCA_004635085.1_ASM463508v1
GCA_004635105.1,PRJNA279196,SAMN08395622,Bordetella pertussis,Betaproteobacteria,Isolate,J267,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/105/GCA_004635105.1_ASM463510v1
GCA_004635125.1,PRJNA279196,SAMN08395621,Bordetella pertussis,Betaproteobacteria,Isolate,J266,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/125/GCA_004635125.1_ASM463512v1
GCA_004635145.1,PRJNA279196,SAMN08395620,Bordetella pertussis,Betaproteobacteria,Isolate,J264,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/145/GCA_004635145.1_ASM463514v1
GCA_004635165.1,PRJNA279196,SAMN08395619,Bordetella pertussis,Betaproteobacteria,Isolate,J263,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/165/GCA_004635165.1_ASM463516v1
GCA_004635185.1,PRJNA279196,SAMN08395617,Bordetella pertussis,Betaproteobacteria,Isolate,J260,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/185/GCA_004635185.1_ASM463518v1
GCA_004635205.1,PRJNA279196,SAMN08395616,Bordetella pertussis,Betaproteobacteria,Isolate,J259,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/205/GCA_004635205.1_ASM463520v1
GCA_004635225.1,PRJNA279196,SAMN08395615,Bordetella pertussis,Betaproteobacteria,Isolate,J258,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/225/GCA_004635225.1_ASM463522v1
GCA_004635245.1,PRJNA279196,SAMN08395614,Bordetella pertussis,Betaproteobacteria,Isolate,J257,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/245/GCA_004635245.1_ASM463524v1
GCA_004635265.1,PRJNA279196,SAMN08395613,Bordetella pertussis,Betaproteobacteria,Isolate,J256,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/265/GCA_004635265.1_ASM463526v1
GCA_004635285.1,PRJNA279196,SAMN08395611,Bordetella pertussis,Betaproteobacteria,Isolate,J254,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/285/GCA_004635285.1_ASM463528v1
GCA_004635305.1,PRJNA279196,SAMN08395610,Bordetella pertussis,Betaproteobacteria,Isolate,J253,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/305/GCA_004635305.1_ASM463530v1
GCA_004635325.1,PRJNA279196,SAMN08395609,Bordetella pertussis,Betaproteobacteria,Isolate,J252,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/325/GCA_004635325.1_ASM463532v1
GCA_004635345.1,PRJNA279196,SAMN08395608,Bordetella pertussis,Betaproteobacteria,Isolate,J251,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/345/GCA_004635345.1_ASM463534v1
GCA_004635365.1,PRJNA279196,SAMN08395606,Bordetella pertussis,Betaproteobacteria,Isolate,J249,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/365/GCA_004635365.1_ASM463536v1
GCA_004635385.1,PRJNA279196,SAMN08395605,Bordetella pertussis,Betaproteobacteria,Isolate,B228,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/385/GCA_004635385.1_ASM463538v1
GCA_004635405.1,PRJNA279196,SAMN08395623,Bordetella pertussis,Betaproteobacteria,Isolate,J268,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/405/GCA_004635405.1_ASM463540v1
GCA_004635425.1,PRJNA279196,SAMN08395612,Bordetella pertussis,Betaproteobacteria,Isolate,J255,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/425/GCA_004635425.1_ASM463542v1
GCA_004635445.1,PRJNA279196,SAMN08395607,Bordetella pertussis,Betaproteobacteria,Isolate,J250,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/445/GCA_004635445.1_ASM463544v1
GCA_004635465.1,PRJNA279196,SAMN08395649,Bordetella pertussis,Betaproteobacteria,Isolate,J402,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/465/GCA_004635465.1_ASM463546v1
GCA_004635485.1,PRJNA279196,SAMN08395648,Bordetella pertussis,Betaproteobacteria,Isolate,J401,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/485/GCA_004635485.1_ASM463548v1
GCA_004635505.1,PRJNA279196,SAMN08395646,Bordetella pertussis,Betaproteobacteria,Isolate,J392,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/505/GCA_004635505.1_ASM463550v1
GCA_004635525.1,PRJNA279196,SAMN08395645,Bordetella pertussis,Betaproteobacteria,Isolate,J391,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/525/GCA_004635525.1_ASM463552v1
GCA_004635545.1,PRJNA279196,SAMN08395644,Bordetella pertussis,Betaproteobacteria,Isolate,J376,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/545/GCA_004635545.1_ASM463554v1
GCA_004635565.1,PRJNA279196,SAMN08395643,Bordetella pertussis,Betaproteobacteria,Isolate,J370,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/565/GCA_004635565.1_ASM463556v1
GCA_004635585.1,PRJNA279196,SAMN08395642,Bordetella pertussis,Betaproteobacteria,Isolate,J367,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/585/GCA_004635585.1_ASM463558v1
GCA_004635605.1,PRJNA279196,SAMN08524485,Bordetella pertussis,Betaproteobacteria,Isolate,J703,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/605/GCA_004635605.1_ASM463560v1
GCA_004635625.1,PRJNA279196,SAMN08524483,Bordetella pertussis,Betaproteobacteria,Isolate,J700,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/625/GCA_004635625.1_ASM463562v1
GCA_004635645.1,PRJNA279196,SAMN08524482,Bordetella pertussis,Betaproteobacteria,Isolate,J699,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/645/GCA_004635645.1_ASM463564v1
GCA_004635665.1,PRJNA279196,SAMN08524481,Bordetella pertussis,Betaproteobacteria,Isolate,J698,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/665/GCA_004635665.1_ASM463566v1
GCA_004635685.1,PRJNA279196,SAMN08524480,Bordetella pertussis,Betaproteobacteria,Isolate,J697,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/685/GCA_004635685.1_ASM463568v1
GCA_004635705.1,PRJNA279196,SAMN08524479,Bordetella pertussis,Betaproteobacteria,Isolate,J695,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/705/GCA_004635705.1_ASM463570v1
GCA_004635725.1,PRJNA279196,SAMN08524478,Bordetella pertussis,Betaproteobacteria,Isolate,J693,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/725/GCA_004635725.1_ASM463572v1
GCA_004635745.1,PRJNA279196,SAMN08524477,Bordetella pertussis,Betaproteobacteria,Isolate,J692,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/745/GCA_004635745.1_ASM463574v1
GCA_004635765.1,PRJNA279196,SAMN08524475,Bordetella pertussis,Betaproteobacteria,Isolate,J690,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/765/GCA_004635765.1_ASM463576v1
GCA_004635785.1,PRJNA279196,SAMN08524466,Bordetella pertussis,Betaproteobacteria,Isolate,J628,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/785/GCA_004635785.1_ASM463578v1
GCA_004635805.1,PRJNA279196,SAMN08524465,Bordetella pertussis,Betaproteobacteria,Isolate,J617,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/805/GCA_004635805.1_ASM463580v1
GCA_004635825.1,PRJNA279196,SAMN08524463,Bordetella pertussis,Betaproteobacteria,Isolate,J614,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/825/GCA_004635825.1_ASM463582v1
GCA_004635845.1,PRJNA279196,SAMN08524462,Bordetella pertussis,Betaproteobacteria,Isolate,J606,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/845/GCA_004635845.1_ASM463584v1
GCA_004635865.1,PRJNA279196,SAMN08524461,Bordetella pertussis,Betaproteobacteria,Isolate,J605,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/865/GCA_004635865.1_ASM463586v1
GCA_004635885.1,PRJNA279196,SAMN08524460,Bordetella pertussis,Betaproteobacteria,Isolate,J604,Complete,2019-04-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/885/GCA_004635885.1_ASM463588v1
