>2582580538_2582678739,ME16806DRAFT_00697
>GCA_005803925.1_DGOMGIIN_01226,hypothetical
>GCA_005804215.1_JIPBNGLG_01819,Glutathione-binding
>GCA_005804215.1_JIPBNGLG_01820,hypothetical
>GCA_005804215.1_JIPBNGLG_01821,hypothetical
>GCA_005804215.1_JIPBNGLG_01822,Alpha-ketoglutarate-dependent
>GCA_005804215.1_JIPBNGLG_01823,hypothetical
>GCA_005804215.1_JIPBNGLG_01824,L-Ala-D/L-Glu
>GCA_005804215.1_JIPBNGLG_01825,hypothetical
>GCA_005804695.1_GHIMALGN_00721,hypothetical
>GCA_005804695.1_GHIMALGN_00722,hypothetical
>GCA_005804695.1_GHIMALGN_00723,hypothetical
>GCA_005804695.1_GHIMALGN_00724,Alpha-ketoglutarate-dependent
>GCA_005804695.1_GHIMALGN_00725,hypothetical
>GCA_005804695.1_GHIMALGN_00726,putative
>GCA_005804695.1_GHIMALGN_00727,hypothetical
>GCA_005804695.1_GHIMALGN_01271,hypothetical
>GCA_005804695.1_GHIMALGN_01272,hypothetical
>GCA_005804695.1_GHIMALGN_01273,hypothetical
>GCA_005804695.1_GHIMALGN_01274,Alpha-ketoglutarate-dependent
>GCA_005804695.1_GHIMALGN_01275,hypothetical
>GCA_005804695.1_GHIMALGN_01276,hypothetical
>GCA_005804695.1_GHIMALGN_01277,hypothetical
>GCA_005804695.1_GHIMALGN_01542,hypothetical
>GCA_005804695.1_GHIMALGN_01543,hypothetical
>GCA_005804695.1_GHIMALGN_01544,hypothetical
>GCA_005804695.1_GHIMALGN_01545,Alpha-ketoglutarate-dependent
>GCA_005804695.1_GHIMALGN_01546,hypothetical
>GCA_005804695.1_GHIMALGN_01547,Homoserine
>GCA_005804695.1_GHIMALGN_01548,hypothetical
>GCA_005804965.1_MNEINCHL_01460,hypothetical
>GCA_005804965.1_MNEINCHL_01461,hypothetical
>GCA_005804965.1_MNEINCHL_01462,hypothetical
>GCA_005804965.1_MNEINCHL_01463,Alpha-ketoglutarate-dependent
>GCA_005804965.1_MNEINCHL_01464,hypothetical
>GCA_005804965.1_MNEINCHL_01465,hypothetical
>GCA_005804965.1_MNEINCHL_01466,hypothetical
>GCA_005804965.1_MNEINCHL_02705,RNA
>GCA_005804965.1_MNEINCHL_02706,hypothetical
>GCA_005804965.1_MNEINCHL_02707,hypothetical
>GCA_005804965.1_MNEINCHL_02708,Alpha-ketoglutarate-dependent
>GCA_005804965.1_MNEINCHL_02709,hypothetical
>GCA_005804965.1_MNEINCHL_02710,hypothetical
>GCA_005804965.1_MNEINCHL_02711,putative
>GCA_005881785.1_GFPEOGFA_01534,hypothetical
>GCA_005881785.1_GFPEOGFA_01535,hypothetical
>GCA_005881785.1_GFPEOGFA_01536,hypothetical
>GCA_005881785.1_GFPEOGFA_01537,Alpha-ketoglutarate-dependent
>GCA_005881785.1_GFPEOGFA_01538,putative
>GCA_005881785.1_GFPEOGFA_01539,hypothetical
>GCA_005881785.1_GFPEOGFA_01540,hypothetical
>GCA_005882155.1_MBDPDGFJ_03372,hypothetical
>GCA_005882155.1_MBDPDGFJ_03373,Transcriptional
>GCA_005882155.1_MBDPDGFJ_03374,hypothetical
>GCA_005882155.1_MBDPDGFJ_03375,Alpha-ketoglutarate-dependent
>GCA_005882155.1_MBDPDGFJ_03376,Inositol
>GCA_005882155.1_MBDPDGFJ_03377,Gluconolactonase
>GCA_005882155.1_MBDPDGFJ_03378,hypothetical
>GCA_005882425.1_NLDPLHGF_02207,hypothetical
>GCA_005882425.1_NLDPLHGF_02208,hypothetical
>GCA_005882425.1_NLDPLHGF_02209,hypothetical
>GCA_005882425.1_NLDPLHGF_02210,Alpha-ketoglutarate-dependent
>GCA_005882425.1_NLDPLHGF_02211,hypothetical
>GCA_005882425.1_NLDPLHGF_02212,L-amino
>GCA_005882425.1_NLDPLHGF_02213,hypothetical
>GCA_005882425.1_NLDPLHGF_03519,Oligopeptide-binding
>GCA_005882425.1_NLDPLHGF_03520,Medium-chain
>GCA_005882425.1_NLDPLHGF_03521,hypothetical
>GCA_005882425.1_NLDPLHGF_03522,Alpha-ketoglutarate-dependent
>GCA_005882425.1_NLDPLHGF_03523,Putative
>GCA_005882425.1_NLDPLHGF_03524,Poly(3-hydroxyalkanoate)
>GCA_005882425.1_NLDPLHGF_03525,putative
>GCA_005883105.1_MHCOHPPC_00899,hypothetical
>GCA_005883105.1_MHCOHPPC_00900,hypothetical
>GCA_005883105.1_MHCOHPPC_00901,putative
>GCA_005883105.1_MHCOHPPC_00902,Alpha-ketoglutarate-dependent
>GCA_005883105.1_MHCOHPPC_00903,hypothetical
>GCA_005883105.1_MHCOHPPC_00904,Peptide
>GCA_005883105.1_MHCOHPPC_00905,S-adenosyl-L-methionine-binding
>GCA_005883105.1_MHCOHPPC_01855,hypothetical
>GCA_005883105.1_MHCOHPPC_01856,hypothetical
>GCA_005883105.1_MHCOHPPC_01857,hypothetical
>GCA_005883105.1_MHCOHPPC_01858,Alpha-ketoglutarate-dependent
>GCA_005883105.1_MHCOHPPC_01859,hypothetical
>GCA_005883105.1_MHCOHPPC_01860,hypothetical
>GCA_005883105.1_MHCOHPPC_01861,hypothetical
>GCA_005883135.1_EIAMHLLM_04513,hypothetical
>GCA_005883135.1_EIAMHLLM_04514,hypothetical
>GCA_005883135.1_EIAMHLLM_04515,hypothetical
>GCA_005883135.1_EIAMHLLM_04516,Alpha-ketoglutarate-dependent
>GCA_005883135.1_EIAMHLLM_04517,hypothetical
>GCA_005883135.1_EIAMHLLM_04518,Phosphatidylinositol-3-phosphatase
>GCA_005883135.1_EIAMHLLM_04519,hypothetical
>GCA_005883445.1_CHMIEHDJ_00188,hypothetical
>GCA_005883445.1_CHMIEHDJ_00189,Phosphatidylinositol-3-phosphatase
>GCA_005883445.1_CHMIEHDJ_00190,hypothetical
>GCA_005883445.1_CHMIEHDJ_00191,Alpha-ketoglutarate-dependent
>GCA_005883445.1_CHMIEHDJ_00192,hypothetical
>GCA_005883445.1_CHMIEHDJ_00193,hypothetical
>GCA_005883445.1_CHMIEHDJ_00194,hypothetical
>GCA_005883445.1_CHMIEHDJ_04249,hypothetical
>GCA_005883445.1_CHMIEHDJ_04250,hypothetical
>GCA_005883445.1_CHMIEHDJ_04251,hypothetical
>GCA_005883445.1_CHMIEHDJ_04252,Alpha-ketoglutarate-dependent
>GCA_005883445.1_CHMIEHDJ_04253,hypothetical
>GCA_005883445.1_CHMIEHDJ_04254,Macrolide
>GCA_005883445.1_CHMIEHDJ_04255,putative
>GCA_005884345.1_BOBNOALJ_00841,hypothetical
>GCA_005884345.1_BOBNOALJ_00842,hypothetical
>GCA_005884345.1_BOBNOALJ_00843,N-acyl
>GCA_005884345.1_BOBNOALJ_00844,Alpha-ketoglutarate-dependent
>GCA_005884345.1_BOBNOALJ_00845,hypothetical
>GCA_005884345.1_BOBNOALJ_00846,hypothetical
>GCA_005884345.1_BOBNOALJ_00847,hypothetical
>GCA_005884685.1_KEMCPHEA_00904,hypothetical
>GCA_005884685.1_KEMCPHEA_00905,hypothetical
>GCA_005884685.1_KEMCPHEA_00906,hypothetical
>GCA_005884685.1_KEMCPHEA_00907,Alpha-ketoglutarate-dependent
>GCA_005884685.1_KEMCPHEA_00908,hypothetical
>GCA_005884685.1_KEMCPHEA_00909,hypothetical
>GCA_005884685.1_KEMCPHEA_00910,hypothetical
>GCA_005884685.1_KEMCPHEA_00956,hypothetical
>GCA_005884685.1_KEMCPHEA_00957,hypothetical
>GCA_005884685.1_KEMCPHEA_00958,1,2-epoxyphenylacetyl-CoA
>GCA_005884685.1_KEMCPHEA_00959,Alpha-ketoglutarate-dependent
>GCA_005884685.1_KEMCPHEA_00960,Leu/Ile/Val-binding
>GCA_005884685.1_KEMCPHEA_00961,High-affinity
>GCA_005884685.1_KEMCPHEA_00962,hypothetical
>GCA_005884705.1_AJJDLEOD_01782,hypothetical
>GCA_005884705.1_AJJDLEOD_01783,F420H(2)-dependent
>GCA_005884705.1_AJJDLEOD_01784,Pyrimidine
>GCA_005884705.1_AJJDLEOD_01785,Alpha-ketoglutarate-dependent
>GCA_005884705.1_AJJDLEOD_01786,hypothetical
>GCA_005884705.1_AJJDLEOD_01787,hypothetical
>GCA_005884705.1_AJJDLEOD_01788,Alpha-ketoglutarate-dependent
>GCA_005884705.1_AJJDLEOD_01937,Glutamyl-tRNA(Gln)
>GCA_005884705.1_AJJDLEOD_01938,hypothetical
>GCA_005884705.1_AJJDLEOD_01939,hypothetical
>GCA_005884705.1_AJJDLEOD_01940,Alpha-ketoglutarate-dependent
>GCA_005884705.1_AJJDLEOD_01941,hypothetical
>GCA_005884705.1_AJJDLEOD_01942,hypothetical
>GCA_005884705.1_AJJDLEOD_01943,2-iminobutanoate/2-iminopropanoate
>GCA_005884705.1_AJJDLEOD_02666,hypothetical
>GCA_005884705.1_AJJDLEOD_02667,hypothetical
>GCA_005884705.1_AJJDLEOD_02668,hypothetical
>GCA_005884705.1_AJJDLEOD_02669,Alpha-ketoglutarate-dependent
>GCA_005884705.1_AJJDLEOD_02670,NAD
>GCA_005884705.1_AJJDLEOD_02671,hypothetical
>GCA_005884705.1_AJJDLEOD_02672,hypothetical
>GCA_005884705.1_AJJDLEOD_03846,Glutamine--fructose-6-phosphate
>GCA_005884705.1_AJJDLEOD_03847,hypothetical
>GCA_005884705.1_AJJDLEOD_03848,hypothetical
>GCA_005884705.1_AJJDLEOD_03849,Alpha-ketoglutarate-dependent
>GCA_005884705.1_AJJDLEOD_03850,hypothetical
>GCA_005884705.1_AJJDLEOD_03851,Pyridoxal
>GCA_005884705.1_AJJDLEOD_03852,hypothetical
>GCA_005887895.1_EDLHNAHA_01071,hypothetical
>GCA_005887895.1_EDLHNAHA_01072,2-hydroxypropyl-CoM
>GCA_005887895.1_EDLHNAHA_01073,S-(hydroxymethyl)glutathione
>GCA_005887895.1_EDLHNAHA_01074,Alpha-ketoglutarate-dependent
>GCA_005887895.1_EDLHNAHA_01075,Alkaline
>GCA_005887895.1_EDLHNAHA_01076,hypothetical
>GCA_005887895.1_EDLHNAHA_01077,hypothetical
>GCA_005887895.1_EDLHNAHA_02250,Multidrug
>GCA_005887895.1_EDLHNAHA_02251,6-phosphogluconate
>GCA_005887895.1_EDLHNAHA_02252,hypothetical
>GCA_005887895.1_EDLHNAHA_02253,Alpha-ketoglutarate-dependent
>GCA_005887895.1_EDLHNAHA_02254,Acetoin:2,6-dichlorophenolindophenol
>GCA_005887895.1_EDLHNAHA_02255,hypothetical
>GCA_005887895.1_EDLHNAHA_02256,Transcriptional
>GCA_005887895.1_EDLHNAHA_02493,Long-chain-fatty-acid--CoA
>GCA_005887895.1_EDLHNAHA_02494,hypothetical
>GCA_005887895.1_EDLHNAHA_02495,hypothetical
>GCA_005887895.1_EDLHNAHA_02496,Alpha-ketoglutarate-dependent
>GCA_005887895.1_EDLHNAHA_02497,hypothetical
>GCA_005887895.1_EDLHNAHA_02498,Sensor
>GCA_005887895.1_EDLHNAHA_02499,hypothetical
>GCA_005887895.1_EDLHNAHA_03351,hypothetical
>GCA_005887895.1_EDLHNAHA_03352,F420-dependent
>GCA_005887895.1_EDLHNAHA_03353,hypothetical
>GCA_005887895.1_EDLHNAHA_03354,hypothetical
>GCA_005887895.1_EDLHNAHA_03355,Outer
>GCA_005887895.1_EDLHNAHA_03356,hypothetical
>GCA_005887895.1_EDLHNAHA_03357,C4-dicarboxylate
>GCA_005887895.1_EDLHNAHA_03545,hypothetical
>GCA_005887895.1_EDLHNAHA_03546,L-carnitine
>GCA_005887895.1_EDLHNAHA_03547,2-methylisocitrate
>GCA_005887895.1_EDLHNAHA_03548,Alpha-ketoglutarate-dependent
>GCA_005887895.1_EDLHNAHA_03549,hypothetical
>GCA_005887895.1_EDLHNAHA_03550,hypothetical
>GCA_005887895.1_EDLHNAHA_03551,hypothetical
>GCA_005888495.1_IMLOKILB_01224,Acyl-CoA
>GCA_005888495.1_IMLOKILB_01225,HTH-type
>GCA_005888495.1_IMLOKILB_01226,hypothetical
>GCA_005888495.1_IMLOKILB_01227,Alpha-ketoglutarate-dependent
>GCA_005888495.1_IMLOKILB_01228,hypothetical
>GCA_005888495.1_IMLOKILB_01229,hypothetical
>GCA_005888495.1_IMLOKILB_01230,6-methylpretetramide
>GCA_005888495.1_IMLOKILB_01885,hypothetical
>GCA_005888495.1_IMLOKILB_01886,Riboflavin
>GCA_005888495.1_IMLOKILB_01887,hypothetical
>GCA_005888495.1_IMLOKILB_01888,Alpha-ketoglutarate-dependent
>GCA_005888495.1_IMLOKILB_01889,hypothetical
>GCA_005888495.1_IMLOKILB_01890,Guanidinopropionase
>GCA_005888495.1_IMLOKILB_01891,hypothetical
>GCA_005888515.1_AOLBFCKE_01135,Chromosome
>GCA_005888515.1_AOLBFCKE_01136,hypothetical
>GCA_005888515.1_AOLBFCKE_01137,hypothetical
>GCA_005888515.1_AOLBFCKE_01138,Alpha-ketoglutarate-dependent
>GCA_005888515.1_AOLBFCKE_01139,hypothetical
>GCA_005888515.1_AOLBFCKE_01140,NAD
>GCA_005888515.1_AOLBFCKE_01141,GTP
>GCA_005888515.1_AOLBFCKE_01652,hypothetical
>GCA_005888515.1_AOLBFCKE_01653,hypothetical
>GCA_005888515.1_AOLBFCKE_01654,hypothetical
>GCA_005888515.1_AOLBFCKE_01655,Alpha-ketoglutarate-dependent
>GCA_005888515.1_AOLBFCKE_01656,hypothetical
>GCA_005888515.1_AOLBFCKE_01657,Adenylosuccinate
>GCA_005888515.1_AOLBFCKE_01658,hypothetical
>GCA_005888525.1_NCOEJKMO_00631,Antibiotic
>GCA_005888525.1_NCOEJKMO_00632,Dimethyl
>GCA_005888525.1_NCOEJKMO_00633,hypothetical
>GCA_005888525.1_NCOEJKMO_00634,Alpha-ketoglutarate-dependent
>GCA_005888525.1_NCOEJKMO_00635,hypothetical
>GCA_005888525.1_NCOEJKMO_00636,Acylamidase
>GCA_005888525.1_NCOEJKMO_00637,Beta-(1-->2)glucan
>GCA_005888525.1_NCOEJKMO_03429,hypothetical
>GCA_005888525.1_NCOEJKMO_03430,Hypoxic
>GCA_005888525.1_NCOEJKMO_03431,hypothetical
>GCA_005888525.1_NCOEJKMO_03432,Alpha-ketoglutarate-dependent
>GCA_005888525.1_NCOEJKMO_03433,hypothetical
>GCA_005888525.1_NCOEJKMO_03434,hypothetical
>GCA_005888525.1_NCOEJKMO_03435,hypothetical
>GCA_005888555.1_CAKAPNCE_00793,6-methylpretetramide
>GCA_005888555.1_CAKAPNCE_00794,hypothetical
>GCA_005888555.1_CAKAPNCE_00795,hypothetical
>GCA_005888555.1_CAKAPNCE_00796,Alpha-ketoglutarate-dependent
>GCA_005888555.1_CAKAPNCE_00797,hypothetical
>GCA_005888555.1_CAKAPNCE_00798,hypothetical
>GCA_005888555.1_CAKAPNCE_00799,hypothetical
>GCA_005888555.1_CAKAPNCE_01442,Sensory
>GCA_005888555.1_CAKAPNCE_01443,hypothetical
>GCA_005888555.1_CAKAPNCE_01444,Multidrug
>GCA_005888555.1_CAKAPNCE_01445,Alpha-ketoglutarate-dependent
>GCA_005888555.1_CAKAPNCE_01446,hypothetical
>GCA_005888555.1_CAKAPNCE_01447,3-dehydroquinate
>GCA_005888555.1_CAKAPNCE_01448,hypothetical
>GCA_005888555.1_CAKAPNCE_02665,hypothetical
>GCA_005888555.1_CAKAPNCE_02666,hypothetical
>GCA_005888555.1_CAKAPNCE_02667,2-hydroxychromene-2-carboxylate
>GCA_005888555.1_CAKAPNCE_02668,Alpha-ketoglutarate-dependent
>GCA_005888555.1_CAKAPNCE_02669,Adenylosuccinate
>GCA_005888555.1_CAKAPNCE_02670,hypothetical
>GCA_005888555.1_CAKAPNCE_02671,Molybdenum
>GCA_006439015.1_IJCIIAAP_05961,putative
>GCA_006439015.1_IJCIIAAP_05962,hypothetical
>GCA_006439015.1_IJCIIAAP_05963,hypothetical
>GCA_006439015.1_IJCIIAAP_05964,Alpha-ketoglutarate-dependent
>GCA_006439015.1_IJCIIAAP_05965,hypothetical
>GCA_006439015.1_IJCIIAAP_05966,Putative
>GCA_006439015.1_IJCIIAAP_05967,Long-chain-fatty-acid--CoA
>GCA_006738865.1_PHICAIFC_01339,Fumarate
>GCA_006738865.1_PHICAIFC_01340,hypothetical
>GCA_006738865.1_PHICAIFC_01341,hypothetical
>GCA_006738865.1_PHICAIFC_01342,Alpha-ketoglutarate-dependent
>GCA_006738865.1_PHICAIFC_01343,Alpha-ketoglutarate-dependent
>GCA_006738865.1_PHICAIFC_01344,1,3-propanediol
>GCA_006738865.1_PHICAIFC_01345,2-hydroxypropyl-CoM
>GCA_006738865.1_PHICAIFC_01346,2-succinylbenzoate--CoA
>GCA_006738865.1_PHICAIFC_01837,hypothetical
>GCA_006738865.1_PHICAIFC_01838,hypothetical
>GCA_006738865.1_PHICAIFC_01839,hypothetical
>GCA_006738865.1_PHICAIFC_01840,Alpha-ketoglutarate-dependent
>GCA_006738865.1_PHICAIFC_01841,FMN
>GCA_006738865.1_PHICAIFC_01842,Inner
>GCA_006738865.1_PHICAIFC_01843,hypothetical
>GCA_007116135.1_IFINFPJN_00613,Inositol-1-monophosphatase
>GCA_007116135.1_IFINFPJN_00614,tRNA
>GCA_007116135.1_IFINFPJN_00615,Alpha-xylosidase
>GCA_007116135.1_IFINFPJN_00616,Alpha-ketoglutarate-dependent
>GCA_007116135.1_IFINFPJN_00618,2-(hydroxymethyl)glutarate
>GCA_007116135.1_IFINFPJN_00619,HTH-type
>GCA_007116135.1_IFINFPJN_00620,Acetyl-CoA:oxalate
>GCA_007558815.1_GNEHEGGP_04964,Protein
>GCA_007558815.1_GNEHEGGP_04965,Glycine
>GCA_007558815.1_GNEHEGGP_04966,HTH-type
>GCA_007558815.1_GNEHEGGP_04967,Alpha-ketoglutarate-dependent
>GCA_007558815.1_GNEHEGGP_04968,hypothetical
>GCA_007558815.1_GNEHEGGP_04969,hypothetical
>GCA_007558815.1_GNEHEGGP_04970,Riboflavin
>GCA_007644105.1_FMCFCNHF_02915,hypothetical
>GCA_007644105.1_FMCFCNHF_02916,Quinone
>GCA_007644105.1_FMCFCNHF_02917,Methylated-DNA--protein-cysteine
>GCA_007644105.1_FMCFCNHF_02918,Alpha-ketoglutarate-dependent
>GCA_007644105.1_FMCFCNHF_02919,Heme/hemopexin
>GCA_007644105.1_FMCFCNHF_02920,hypothetical
>GCA_007644105.1_FMCFCNHF_02921,Hemin
>GCA_900078705.1_AIPJFNNH_01010,hypothetical
>GCA_900078705.1_AIPJFNNH_01011,Arginine--tRNA
>GCA_900078705.1_AIPJFNNH_01012,hypothetical
>GCA_900078705.1_AIPJFNNH_01013,Alpha-ketoglutarate-dependent
>GCA_900078705.1_AIPJFNNH_01014,HTH-type
>GCA_900078705.1_AIPJFNNH_01015,hypothetical
>GCA_900078705.1_AIPJFNNH_01016,hypothetical
>GCA_900079095.1_IFNCNANJ_00968,hypothetical
>GCA_900079095.1_IFNCNANJ_00969,hypothetical
>GCA_900079095.1_IFNCNANJ_00970,hypothetical
>GCA_900079095.1_IFNCNANJ_00971,Alpha-ketoglutarate-dependent
>GCA_900079095.1_IFNCNANJ_00972,2-oxo-Delta(3)-4,5,5-trimethylcyclopentenylacetyl-CoA
>GCA_900079095.1_IFNCNANJ_00973,hypothetical
>GCA_900079095.1_IFNCNANJ_00974,Purine-binding
>GCA_900079095.1_IFNCNANJ_05031,hypothetical
>GCA_900079095.1_IFNCNANJ_05032,hypothetical
>GCA_900079095.1_IFNCNANJ_05033,hypothetical
>GCA_900079095.1_IFNCNANJ_05034,Alpha-ketoglutarate-dependent
>GCA_900079095.1_IFNCNANJ_05035,hypothetical
>GCA_900079095.1_IFNCNANJ_05036,hypothetical
>GCA_900079095.1_IFNCNANJ_05037,hypothetical
>GCA_900099855.1_BLNJNBBF_02958,hypothetical
>GCA_900099855.1_BLNJNBBF_02959,hypothetical
>GCA_900099855.1_BLNJNBBF_02960,hypothetical
>GCA_900099855.1_BLNJNBBF_02961,Alpha-ketoglutarate-dependent
>GCA_900099855.1_BLNJNBBF_02962,3-oxoacyl-[acyl-carrier-protein]
>GCA_900099855.1_BLNJNBBF_02963,2-dehydro-3-deoxy-D-gluconate
>GCA_900099855.1_BLNJNBBF_02964,hypothetical
>GCA_900101615.1_MIHMOLCA_01732,High-affinity
>GCA_900101615.1_MIHMOLCA_01733,Lipopolysaccharide
>GCA_900101615.1_MIHMOLCA_01734,High-affinity
>GCA_900101615.1_MIHMOLCA_01735,Alpha-ketoglutarate-dependent
>GCA_900101615.1_MIHMOLCA_01736,Hydrogen
>GCA_900101615.1_MIHMOLCA_01737,Hydrogen
>GCA_900101615.1_MIHMOLCA_01738,hypothetical
>GCA_900101615.1_MIHMOLCA_04743,hypothetical
>GCA_900101615.1_MIHMOLCA_04744,hypothetical
>GCA_900101615.1_MIHMOLCA_04745,hypothetical
>GCA_900101615.1_MIHMOLCA_04746,Alpha-ketoglutarate-dependent
>GCA_900101615.1_MIHMOLCA_04747,hypothetical
>GCA_900101615.1_MIHMOLCA_04748,hypothetical
>GCA_900101615.1_MIHMOLCA_04749,putative
>GCA_900102945.1_CIPLMMCN_02576,hypothetical
>GCA_900102945.1_CIPLMMCN_02577,Monocarboxylate
>GCA_900102945.1_CIPLMMCN_02578,Glycerol
>GCA_900102945.1_CIPLMMCN_02579,Alpha-ketoglutarate-dependent
>GCA_900102945.1_CIPLMMCN_02580,Pectin
>GCA_900102945.1_CIPLMMCN_02581,Sulfate
>GCA_900102945.1_CIPLMMCN_02582,Phosphate-specific
>GCA_900104005.1_KDCIDOGK_06562,hypothetical
>GCA_900104005.1_KDCIDOGK_06563,hypothetical
>GCA_900104005.1_KDCIDOGK_06564,hypothetical
>GCA_900104005.1_KDCIDOGK_06565,Alpha-ketoglutarate-dependent
>GCA_900104005.1_KDCIDOGK_06566,2-succinylbenzoate--CoA
>GCA_900104005.1_KDCIDOGK_06567,hypothetical
>GCA_900104005.1_KDCIDOGK_06568,hypothetical
>GCA_900110395.1_CIBNFOGA_00960,hypothetical
>GCA_900110395.1_CIBNFOGA_00961,Putative
>GCA_900110395.1_CIBNFOGA_00962,putative
>GCA_900110395.1_CIBNFOGA_00963,Alpha-ketoglutarate-dependent
>GCA_900110395.1_CIBNFOGA_00964,Riboflavin
>GCA_900110395.1_CIBNFOGA_00965,hypothetical
>GCA_900110395.1_CIBNFOGA_00966,hypothetical
>GCA_900110395.1_CIBNFOGA_01731,hypothetical
>GCA_900110395.1_CIBNFOGA_01732,hypothetical
>GCA_900110395.1_CIBNFOGA_01733,hypothetical
>GCA_900110395.1_CIBNFOGA_01734,Alpha-ketoglutarate-dependent
>GCA_900110395.1_CIBNFOGA_01735,hypothetical
>GCA_900110395.1_CIBNFOGA_01736,hypothetical
>GCA_900110395.1_CIBNFOGA_01737,putative
>GCA_900110395.1_CIBNFOGA_02212,Xanthine
>GCA_900110395.1_CIBNFOGA_02213,Alcohol
>GCA_900110395.1_CIBNFOGA_02214,3-phenylpropionate-dihydrodiol/cinnamic
>GCA_900110395.1_CIBNFOGA_02215,Alpha-ketoglutarate-dependent
>GCA_900110395.1_CIBNFOGA_02216,hypothetical
>GCA_900110395.1_CIBNFOGA_02217,Pyridoxal
>GCA_900110395.1_CIBNFOGA_02218,hypothetical
>GCA_900110395.1_CIBNFOGA_02407,hypothetical
>GCA_900110395.1_CIBNFOGA_02408,hypothetical
>GCA_900110395.1_CIBNFOGA_02409,hypothetical
>GCA_900110395.1_CIBNFOGA_02410,Alpha-ketoglutarate-dependent
>GCA_900110395.1_CIBNFOGA_02411,hypothetical
>GCA_900110395.1_CIBNFOGA_02412,Nicotinate
>GCA_900110395.1_CIBNFOGA_02413,Nicotinate
>GCA_900110395.1_CIBNFOGA_02986,L-threonine
>GCA_900110395.1_CIBNFOGA_02987,hypothetical
>GCA_900110395.1_CIBNFOGA_02988,Transcriptional
>GCA_900110395.1_CIBNFOGA_02989,Alpha-ketoglutarate-dependent
>GCA_900110395.1_CIBNFOGA_02990,Ribonuclease
>GCA_900110395.1_CIBNFOGA_02991,hypothetical
>GCA_900110395.1_CIBNFOGA_02992,hypothetical
>GCA_900110395.1_CIBNFOGA_03169,Hemolysin
>GCA_900110395.1_CIBNFOGA_03170,Toxin
>GCA_900110395.1_CIBNFOGA_03171,hypothetical
>GCA_900110395.1_CIBNFOGA_03172,Alpha-ketoglutarate-dependent
>GCA_900110395.1_CIBNFOGA_03173,hypothetical
>GCA_900110395.1_CIBNFOGA_03174,NAD
>GCA_900110395.1_CIBNFOGA_03175,hypothetical
>GCA_900110395.1_CIBNFOGA_03394,30S
>GCA_900110395.1_CIBNFOGA_03395,Elongation
>GCA_900110395.1_CIBNFOGA_03396,Hydroxypyruvate
>GCA_900110395.1_CIBNFOGA_03397,Alpha-ketoglutarate-dependent
>GCA_900110395.1_CIBNFOGA_03398,hypothetical
>GCA_900110395.1_CIBNFOGA_03399,hypothetical
>GCA_900110395.1_CIBNFOGA_03400,putative
>GCA_900110395.1_CIBNFOGA_05820,hypothetical
>GCA_900110395.1_CIBNFOGA_05821,hypothetical
>GCA_900110395.1_CIBNFOGA_05822,hypothetical
>GCA_900110395.1_CIBNFOGA_05823,Alpha-ketoglutarate-dependent
>GCA_900110395.1_CIBNFOGA_05824,hypothetical
>GCA_900110395.1_CIBNFOGA_05825,hypothetical
>GCA_900110395.1_CIBNFOGA_05826,Acetyl-coenzyme
>GCA_900114315.1_JJIDMFAH_00398,hypothetical
>GCA_900114315.1_JJIDMFAH_00399,Putative
>GCA_900114315.1_JJIDMFAH_00400,Replication-associated
>GCA_900114315.1_JJIDMFAH_00401,Alpha-ketoglutarate-dependent
>GCA_900114315.1_JJIDMFAH_00402,hypothetical
>GCA_900114315.1_JJIDMFAH_00403,hypothetical
>GCA_900114315.1_JJIDMFAH_00404,Riboflavin
>GCA_900129675.1_BEIGEKDB_05833,hypothetical
>GCA_900129675.1_BEIGEKDB_05834,hypothetical
>GCA_900129675.1_BEIGEKDB_05835,hypothetical
>GCA_900129675.1_BEIGEKDB_05836,Alpha-ketoglutarate-dependent
>GCA_900129675.1_BEIGEKDB_05837,ISAzo13
>GCA_900129675.1_BEIGEKDB_05838,3-oxoacyl-[acyl-carrier-protein]
>GCA_900129675.1_BEIGEKDB_05839,hypothetical
>GCA_900141755.1_KGAAFGNG_02800,hypothetical
>GCA_900141755.1_KGAAFGNG_02801,2-dehydro-3-deoxy-D-gluconate
>GCA_900141755.1_KGAAFGNG_02802,3-oxoacyl-[acyl-carrier-protein]
>GCA_900141755.1_KGAAFGNG_02803,Alpha-ketoglutarate-dependent
>GCA_900141755.1_KGAAFGNG_02804,hypothetical
>GCA_900141755.1_KGAAFGNG_02805,hypothetical
>GCA_900141755.1_KGAAFGNG_02806,hypothetical
>GCA_900141905.1_JHCMALOE_03252,NAD-dependent
>GCA_900141905.1_JHCMALOE_03253,Acetolactate
>GCA_900141905.1_JHCMALOE_03254,hypothetical
>GCA_900141905.1_JHCMALOE_03255,Alpha-ketoglutarate-dependent
>GCA_900141905.1_JHCMALOE_03256,2-(hydroxymethyl)glutarate
>GCA_900141905.1_JHCMALOE_03257,hypothetical
>GCA_900141905.1_JHCMALOE_03258,hypothetical
>GCA_900167455.1_MEBCHMOG_00085,hypothetical
>GCA_900167455.1_MEBCHMOG_00086,Putative
>GCA_900167455.1_MEBCHMOG_00087,hypothetical
>GCA_900167455.1_MEBCHMOG_00088,Alpha-ketoglutarate-dependent
>GCA_900167455.1_MEBCHMOG_00089,hypothetical
>GCA_900167455.1_MEBCHMOG_00090,hypothetical
>GCA_900167455.1_MEBCHMOG_00091,Fatty
>GCA_900167455.1_MEBCHMOG_00209,hypothetical
