accession,name,ncbi_group,group,strain,biosample,bioproject,study,source,reference,status,size,gc,replicons,wgs,scaffolds,CDS,release_date,genbank_ftp,refseq_ftp
GCA_003221435.1,Candidatus Rokubacteria bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Rokubacteria,AR9,SAMN08911915,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,3.42724,68.5,,QHRS01,351,3222,2018-06-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/221/435/GCA_003221435.1_ASM322143v1,
GCA_003221455.1,Candidatus Rokubacteria bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Rokubacteria,AR44,SAMN08911950,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,4.41406,70,,QHRX01,336,4215,2018-06-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/221/455/GCA_003221455.1_ASM322145v1,
GCA_003221475.1,Candidatus Rokubacteria bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Rokubacteria,AR43,SAMN08911949,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,5.1465,68.2,,QHRY01,576,5204,2018-06-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/221/475/GCA_003221475.1_ASM322147v1,
GCA_003221495.1,Candidatus Rokubacteria bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Rokubacteria,AR35,SAMN08911941,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,5.42027,68.2,,QHSH01,510,5570,2018-06-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/221/495/GCA_003221495.1_ASM322149v1,
GCA_003221515.1,Candidatus Rokubacteria bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Rokubacteria,AR34,SAMN08911940,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,5.09974,69.1,,QHSI01,191,4977,2018-06-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/221/515/GCA_003221515.1_ASM322151v1,
GCA_003221555.1,Candidatus Rokubacteria bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Rokubacteria,AR33,SAMN08911939,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,3.45424,70.2,,QHSJ01,1120,3797,2018-06-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/221/555/GCA_003221555.1_ASM322155v1,
GCA_003221575.1,Candidatus Rokubacteria bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Rokubacteria,AR32,SAMN08911938,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,4.76532,68.1,,QHSK01,783,5145,2018-06-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/221/575/GCA_003221575.1_ASM322157v1,
GCA_003221595.1,Candidatus Rokubacteria bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Rokubacteria,AR30,SAMN08911936,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,4.34293,69.5,,QHSM01,818,4630,2018-06-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/221/595/GCA_003221595.1_ASM322159v1,
GCA_003221615.1,Candidatus Rokubacteria bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Rokubacteria,AR27,SAMN08911933,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,7.24021,67.7,,QHSQ01,596,7257,2018-06-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/221/615/GCA_003221615.1_ASM322161v1,
GCA_003221635.1,Candidatus Rokubacteria bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Rokubacteria,AR26,SAMN08911932,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,5.17014,68,,QHSR01,335,5095,2018-06-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/221/635/GCA_003221635.1_ASM322163v1,
GCA_003221675.1,Candidatus Rokubacteria bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Rokubacteria,AR21,SAMN08911927,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,5.44173,68.8,,QHSW01,291,5347,2018-06-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/221/675/GCA_003221675.1_ASM322167v1,
GCA_003221715.1,Candidatus Rokubacteria bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Rokubacteria,AR11,SAMN08911917,PRJna449266,meadow soil samples from Angelo Coast Range Reserve,terrestrial,Diamond et al. 2019 nat Micro,Scaffold,5.37023,69.8,,QHTH01,1065,5831,2018-06-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/221/715/GCA_003221715.1_ASM322171v1,
GCA_003231795.1,Gammaproteobacteria bacterium,Bacteria;Proteobacteria;Gammaproteobacteria,Gammaproteobacteria,SZUA-75,SAMN09240059,PRJna385762,hydrothermal vent metagenome,marine,na,Contig,2.73523,50.3,,QIJI01,519,0,2018-06-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/231/795/GCA_003231795.1_ASM323179v1,
GCA_003242685.1,Proteobacteria bacterium,Bacteria;Proteobacteria;unclassified Proteobacteria,Proteobacteria,ZC4RG24,SAMN09092796,PRJna317502,compost metagenome,terrestrial,Martins et al. 2013,Contig,3.81182,67.8,,QGVD01,160,3475,2018-06-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/242/685/GCA_003242685.1_ASM324268v1,
GCA_003243375.1,Variovorax paradoxus,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,S2_005_003_R2_41,SAMN07426541,PRJna376580,hospital surface,built_environment,Olm et al. 2019,Contig,6.23626,68.1,,QFPP01,1007,5908,2018-06-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/243/375/GCA_003243375.1_ASM324337v1,
GCA_003246155.1,Betaproteobacteria bacterium,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,SZUA-390,SAMN09287938,PRJna385762,hydrothermal vent metagenome,marine,na,Contig,1.30706,57.5,,QKBE01,331,0,2018-06-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/246/155/GCA_003246155.1_ASM324615v1,
GCA_003247695.1,Betaproteobacteria bacterium,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,SZUA-315,SAMN09287863,PRJna385762,hydrothermal vent metagenome,marine,na,Contig,1.56884,60.8,,QJYH01,658,0,2018-06-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/247/695/GCA_003247695.1_ASM324769v1,
GCA_003248935.1,Sphingobium sp.,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,S2_005_001_R2_25,SAMN07426525,PRJna376580,hospital surface,built_environment,Olm et al. 2019,Contig,3.64439,65.3,,QFQF01,52,3385,2018-06-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/248/935/GCA_003248935.1_ASM324893v1,
GCA_003250535.1,Betaproteobacteria bacterium,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,SZUA-520,SAMN09288068,PRJna385762,hydrothermal vent metagenome,marine,na,Contig,2.21724,67.9,,QKGE01,231,0,2018-06-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/250/535/GCA_003250535.1_ASM325053v1,
GCA_003253405.1,Paraburkholderia sp. PDC91,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,PDC91,SAMN08776235,PRJna440772,populus root,plant_associated,na,Scaffold,7.67511,65.3,,QKTZ01,68,6676,2018-06-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/253/405/GCA_003253405.1_ASM325340v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/253/405/GCF_003253405.1_ASM325340v1
GCA_003253705.1,Humitalea rosea,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,DSM 24525,SAMN08779109,PRJna443919,GEBA isolate,isolate,na,Scaffold,4.97451,69.6,,QKYU01,73,4518,2018-06-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/253/705/GCA_003253705.1_ASM325370v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/253/705/GCF_003253705.1_ASM325370v1
GCA_003258945.1,Acetobacteraceae bacterium DB1506,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,DB1506,SAMN09425326,PRJna476037,air conditioning system,built_environment,na,Contig,5.82308,72.5,,QLIX01,87,5223,2018-06-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/258/945/GCA_003258945.1_ASM325894v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/258/945/GCF_003258945.1_ASM325894v1
GCA_003259875.1,Paraburkholderia caballeronis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,NZu-6,SAMN08769416,PRJna439950,DOE JGI isolate,isolate,na,Scaffold,7.05699,67,,QLMB01,49,6013,2018-06-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/259/875/GCA_003259875.1_ASM325987v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/259/875/GCF_003259875.1_ASM325987v1
GCA_003278095.1,SAR116 cluster bacterium AG-390-L20,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AG-390-L20,SAMN08886286,PRJna445865,single cells of cyanobacteria and sympatric microorgnaisms,marine,Berube et al. 2018 Sci Data,Contig,2.22605,30.9,,QCHB01,33,0,2018-06-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/278/095/GCA_003278095.1_ASM327809v1,
GCA_003280605.1,SAR116 cluster bacterium AG-355-O21,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AG-355-O21,SAMN08886219,PRJna445865,single cells of cyanobacteria and sympatric microorgnaisms,marine,Berube et al. 2018 Sci Data,Contig,2.58203,54.6,,QCEM01,119,0,2018-06-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/280/605/GCA_003280605.1_ASM328060v1,
GCA_003282145.1,SAR116 cluster bacterium AG-337-N21,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AG-337-N21,SAMN08886084,PRJna445865,single cells of cyanobacteria and sympatric microorgnaisms,marine,Berube et al. 2018 Sci Data,Contig,2.04487,31.1,,QBZZ01,55,0,2018-06-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/282/145/GCA_003282145.1_ASM328214v1,
GCA_003282435.1,SAR116 cluster bacterium AG-335-B03,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AG-335-B03,SAMN08886065,PRJna445865,single cells of cyanobacteria and sympatric microorgnaisms,marine,Berube et al. 2018 Sci Data,Contig,1.45043,31.1,,QBZG01,62,0,2018-06-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/282/435/GCA_003282435.1_ASM328243v1,
GCA_003283875.1,SAR116 cluster bacterium AG-321-A13,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AG-321-A13,SAMN08886004,PRJna445865,single cells of cyanobacteria and sympatric microorgnaisms,marine,Berube et al. 2018 Sci Data,Contig,1.41554,31.4,,QBXD01,100,0,2018-06-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/283/875/GCA_003283875.1_ASM328387v1,
GCA_003284265.1,SAR116 cluster bacterium AG-313-A07,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AG-313-A07,SAMN08885963,PRJna445865,single cells of cyanobacteria and sympatric microorgnaisms,marine,Berube et al. 2018 Sci Data,Contig,2.59252,41.8,,QBVV01,132,0,2018-06-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/284/265/GCA_003284265.1_ASM328426v1,
GCA_003284565.1,SAR116 cluster bacterium AG-321-K23,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,AG-321-K23,SAMN08886015,PRJna445865,single cells of cyanobacteria and sympatric microorgnaisms,marine,Berube et al. 2018 Sci Data,Contig,1.80881,30.9,,QBXO01,88,0,2018-06-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/284/565/GCA_003284565.1_ASM328456v1,
GCA_003293535.1,Achromobacter insolitus,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,AB2,SAMN07274545,PRJna391767,isolate,isolate,na, Chromosome,6.43828,65.2,chromosome:NZ_CP022199.1/CP022199.1,,1,5817,2018-07-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/293/535/GCA_003293535.1_ASM329353v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/293/535/GCF_003293535.1_ASM329353v1
GCA_003318275.1,Marinobacter sp. F3R11,Bacteria;Proteobacteria;Gammaproteobacteria,Gammaproteobacteria,F3R11,SAMN09522136,PRJna478695,marine metagenome,marine,na,Scaffold,3.3836,53.7,,QOCH01,19,3005,2018-07-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/318/275/GCA_003318275.1_ASM331827v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/318/275/GCF_003318275.1_ASM331827v1
GCA_003337555.1,Pseudorhodoferax soli,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,DSM 21634,SAMN09064530,PRJna456029,DOE JGI Isolate,isolate,na,Scaffold,8.16223,68.7,,QPJK01,30,7310,2018-07-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/337/555/GCA_003337555.1_ASM333755v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/337/555/GCF_003337555.1_ASM333755v1
GCA_003352165.1,Acidisphaera sp. G45-3,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,G45-3,SAMN09005679,PRJna454169,isolate,isolate,na,Complete,4.03761,65.487,chromosome:NZ_CP029176.1/CP029176.1; plasmid unnamed1:NZ_CP029177.1/CP029177.1; plasmid unnamed2:NZ_CP029178.1/CP029178.1; plasmid unnamed3:NZ_CP029179.1/CP029179.1,,4,3633,2018-08-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/352/165/GCA_003352165.1_ASM335216v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/352/165/GCF_003352165.1_ASM335216v1
GCA_003353545.1,Tardiphaga sp. CF115,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,CF115,SAMN08776032,PRJna440760,DOE JGI isolate,isolate,na,Scaffold,6.22289,61.5,,QRAQ01,9,5677,2018-08-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/353/545/GCA_003353545.1_ASM335354v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/353/545/GCF_003353545.1_ASM335354v1
GCA_003355025.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,UK36,SAMN09721533,PRJna478201,pathogen,human_associated,na,Complete,4.10792,67.7,chromosome:CP031289.1,,1,3561,2018-08-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/355/025/GCA_003355025.1_ASM335502v1,
GCA_003355045.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,UK38,SAMN09721534,PRJna478201,pathogen,human_associated,na,Complete,4.10803,67.7,chromosome:CP031112.1,,1,3574,2018-08-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/355/045/GCA_003355045.1_ASM335504v1,
GCA_003355065.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,UK39,SAMN09721535,PRJna478201,pathogen,human_associated,na,Complete,4.10815,67.7,chromosome:CP031113.1,,1,3572,2018-08-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/355/065/GCA_003355065.1_ASM335506v1,
GCA_003355085.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,UK76,SAMN09721537,PRJna478201,pathogen,human_associated,na,Complete,4.11263,67.7,chromosome:CP031114.1,,1,3593,2018-08-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/355/085/GCA_003355085.1_ASM335508v1,
GCA_003367275.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,UK48,SAMN09721536,PRJna478201,pathogen,human_associated,na,Contig,4.11215,67.7,,QRAX01,2,3572,2018-08-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/367/275/GCA_003367275.1_ASM336727v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/367/275/GCF_003367275.1_ASM336727v1
GCA_003408535.1,Mycobacterium avium subsp. hominissuis,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,MAC109,SAMN09074392,PRJna464043,pathogen,human_associated,na,Complete,5.3525,69.0019,chromosome:NZ_CP029332.1/CP029332.1; plasmid unnamed1:NZ_CP029333.1/CP029333.1; plasmid unnamed2:NZ_CP029334.1/CP029334.1,,3,4839,2018-08-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/408/535/GCA_003408535.1_ASM340853v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/408/535/GCF_003408535.1_ASM340853v1
GCA_003417535.1,Hydrogenophaga sp. LA-38,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,LA-38,SAMN09789156,PRJna485386,isolate,isolate,na,Contig,4.58303,70.1,,QVLS01,37,4169,2018-08-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/417/535/GCA_003417535.1_ASM341753v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/417/535/GCF_003417535.1_ASM341753v1
GCA_003431345.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,Tohama,SAMN09862822,PRJna486745,isolate,human_associated,na,Complete,4.10241,67.7,chromosome:NZ_CP031787.1/CP031787.1,,1,3583,2018-08-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/431/345/GCA_003431345.1_ASM343134v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/431/345/GCF_003431345.1_ASM343134v1
GCA_003431425.1,Bordetella pertussis,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,FR5810,SAMN09862835,PRJna486745,pathogen,human_associated,,Complete,4.10817,67.7,chromosome:CP031788.1,,1,0,2018-08-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/431/425/GCA_003431425.1_ASM343142v1,
GCA_003444075.1,Planctomycetaceae bacterium,Bacteria;PVC group;Planctomycetes,PVC Superphylum,UBA9264,SAMN08017441,PRJna417962,marine metagenome,marine,Parks et al. 2018 nature Biotech GTDB,Scaffold,7.82944,55.1,,DLVN01,553,5995,2018-09-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/444/075/GCA_003444075.1_ASM344407v1,
GCA_003444235.1,Rhodospirillaceae bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,UBA9261,SAMN08017438,PRJna417962,marine metagenome,marine,Parks et al. 2018 nature Biotech GTDB,Scaffold,2.99087,55.1,,DLVK01,579,3266,2018-09-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/444/235/GCA_003444235.1_ASM344423v1,
GCA_003444945.1,Lautropia sp.,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,UBA9289,SAMN08017458,PRJna417962,freshwater metagenome,freshwater,Parks et al. 2018 nature Biotech GTDB,Scaffold,2.10724,54.3,,DLWF01,377,2083,2018-09-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/444/945/GCA_003444945.1_ASM344494v1,
GCA_003447825.1,Gammaproteobacteria bacterium,Bacteria;Proteobacteria;Gammaproteobacteria,Gammaproteobacteria,UBA9045,SAMN08017511,PRJna417962,hydrothermal vent metagenome,marine,Parks et al. 2018 nature Biotech GTDB,Scaffold,3.23946,51.5,,DLYH01,120,3173,2018-09-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/447/825/GCA_003447825.1_ASM344782v1,
GCA_003448315.1,Rhodospirillaceae bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,UBA8736,SAMN08017569,PRJna417962,marine metagenome,marine,Parks et al. 2018 nature Biotech GTDB,Scaffold,2.66794,62.6,,DMAL01,504,2814,2018-09-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/448/315/GCA_003448315.1_ASM344831v1,
GCA_003456865.1,Gammaproteobacteria bacterium,Bacteria;Proteobacteria;Gammaproteobacteria,Gammaproteobacteria,UBA8230,SAMN08020455,PRJna417962,marine metagenome,marine,Parks et al. 2018 nature Biotech GTDB,Scaffold,2.32732,50.5,,DMON01,384,2448,2018-09-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/456/865/GCA_003456865.1_ASM345686v1,
GCA_003476535.1,Bradyrhizobium sp.,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,UBA9894,SAMN08018085,PRJna417962,metagenome,unknown,Parks et al. 2018 nature Biotech GTDB,Scaffold,7.5115,63.6,,DMUA01,160,7124,2018-09-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/476/535/GCA_003476535.1_ASM347653v1,
GCA_003476565.1,Bradyrhizobium sp.,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,UBA9893,SAMN08018082,PRJna417962,metagenome,unknown,Parks et al. 2018 nature Biotech GTDB,Scaffold,7.08288,64.7,,DMTX01,86,6363,2018-09-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/476/565/GCA_003476565.1_ASM347656v1,
GCA_003476985.1,Bradyrhizobium sp.,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,UBA9895,SAMN08018084,PRJna417962,metagenome,unknown,Parks et al. 2018 nature Biotech GTDB,Scaffold,7.49998,64,,DMTZ01,100,6936,2018-09-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/476/985/GCA_003476985.1_ASM347698v1,
GCA_003482525.1,Rhodospirillaceae bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,UBA8366,SAMN08018210,PRJna417962,marine metagenome,marine,Parks et al. 2018 nature Biotech GTDB,Scaffold,2.50837,55.3,,DMYT01,542,2784,2018-09-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/482/525/GCA_003482525.1_ASM348252v1,
GCA_003483505.1,Betaproteobacteria bacterium,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,UBA10330,SAMN08018219,PRJna417962,marine metagenome,marine,Parks et al. 2018 nature Biotech GTDB,Scaffold,1.9049,44,,DMZD01,306,1985,2018-09-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/483/505/GCA_003483505.1_ASM348350v1,
GCA_003483905.1,Gammaproteobacteria bacterium,Bacteria;Proteobacteria;Gammaproteobacteria,Gammaproteobacteria,UBA11791,SAMN08017542,PRJna417962,marine metagenome,marine,Parks et al. 2018 nature Biotech GTDB,Scaffold,2.1365,49.8,,DMXG01,384,2243,2018-09-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/483/905/GCA_003483905.1_ASM348390v1,
GCA_003485335.1,Betaproteobacteria bacterium,Bacteria;Proteobacteria;Betaproteobacteria,Betaproteobacteria,UBA10337,SAMN08018222,PRJna417962,marine metagenome,marine,Parks et al. 2018 nature Biotech GTDB,Scaffold,1.49263,44.1,,DMZG01,195,1561,2018-09-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/485/335/GCA_003485335.1_ASM348533v1,
GCA_003488105.1,Rhodospirillaceae bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,UBA9186,SAMN08018576,PRJna417962,marine metagenome,marine,Parks et al. 2018 nature Biotech GTDB,Scaffold,3.38483,61.3,,DNMS01,439,3770,2018-09-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/488/105/GCA_003488105.1_ASM348810v1,
GCA_003504985.1,Gammaproteobacteria bacterium,Bacteria;Proteobacteria;Gammaproteobacteria,Gammaproteobacteria,UBA8245,SAMN08018894,PRJna417962,hydrothermal vent metagenome,marine,Parks et al. 2018 nature Biotech GTDB,Scaffold,3.31538,51.6,,DNYN01,140,3288,2018-09-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/504/985/GCA_003504985.1_ASM350498v1,
GCA_003506525.1,Deltaproteobacteria bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,UBA10388,SAMN08018923,PRJna417962,marine metagenome,marine,Parks et al. 2018 nature Biotech GTDB,Scaffold,3.48438,44.7,,DNZT01,406,3534,2018-09-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/506/525/GCA_003506525.1_ASM350652v1,
GCA_003506895.1,Acetobacteraceae bacterium,Bacteria;Proteobacteria;Alphaproteobacteria,Alphaproteobacteria,UBA8620,SAMN08018864,PRJna417962,soil metagenome,terrestrial,Parks et al. 2018 nature Biotech GTDB,Scaffold,5.57693,61.9,,DNXO01,173,5366,2018-09-07T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/506/895/GCA_003506895.1_ASM350689v1,
